Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778707468,100,,Aggregated,28.600000,0.000000,30,100,210,520,1300,2900,4000,4200,4900,4900,4900,350,0,30,417.8203597971514,2.1240839996607974,4913.697875001162,240.25428571428571
1778707469,100,,Aggregated,27.500000,0.000000,31,110,280,630,1600,3100,4300,4900,5900,5900,5900,376,0,31,483.5846578297885,2.1240839996607974,5863.602874998833,240.34308510638297
1778707470,100,,Aggregated,25.800000,0.000000,33,120,300,670,2100,3800,5300,5900,6700,6700,6700,401,0,33,594.4031771845414,2.1240839996607974,6708.044499999232,241.20448877805487
1778707471,100,,Aggregated,24.900000,0.000000,32,110,300,710,2500,4100,5400,6000,8400,8400,8400,422,0,32,622.9875236255936,2.1240839996607974,8430.628500000239,242.03317535545023
1778707472,100,,Aggregated,23.900000,0.000000,33,120,340,790,2600,4300,5400,6000,8400,8400,8400,434,0,33,652.4791341474609,2.1240839996607974,8430.628500000239,241.44930875576037
1778707473,100,,Aggregated,22.400000,0.000000,36,140,340,870,2900,4400,5400,6000,8700,8700,8700,457,0,36,694.0593357352232,2.1240839996607974,8657.972042001347,241.63676148796498
1778707474,100,,Aggregated,21.600000,0.000000,47,200,520,1100,3200,4700,5600,6600,8700,8700,8700,485,0,47,786.4096045834879,2.1240839996607974,8657.972042001347,242.2103092783505
1778707475,100,,Aggregated,20.500000,0.000000,47,200,630,1100,3500,4700,5400,6000,8700,8700,8700,516,0,47,816.555634153073,2.1240839996607974,8657.972042001347,243.3798449612403
1778707476,100,,Aggregated,19.800000,0.000000,48,200,630,1100,3400,4600,5400,6000,8700,8700,8700,533,0,48,815.4130878123539,2.1240839996607974,8657.972042001347,243.86679174484053
1778707477,100,,Aggregated,21.500000,0.000000,48,200,630,1200,3400,4600,5400,6000,8700,8700,8700,543,0,48,817.7971713719741,2.1240839996607974,8657.972042001347,245.1915285451197
1778707478,100,,Aggregated,22.100000,0.000000,74,200,670,1300,3500,4600,5400,6000,8700,8700,8700,574,0,58,843.1686632020587,2.1240839996607974,8657.972042001347,246.87630662020905
1778707479,100,,Aggregated,21.800000,0.000000,74,200,710,1500,3700,4600,5400,6600,8700,8700,8700,589,0,74,861.9053786298562,2.1240839996607974,8657.972042001347,247.28692699490662
1778707480,100,,Aggregated,21.900000,0.000000,76,200,790,1700,3700,4600,5400,6000,8700,8700,8700,613,0,76,883.2696641745307,2.1240839996607974,8657.972042001347,247.4567699836868
1778707481,100,,Aggregated,21.100000,0.000000,84,200,830,1900,3700,4600,5400,6000,8700,8700,8700,637,0,84,900.2539447487991,2.1240839996607974,8657.972042001347,247.75667189952904
1778707482,100,,Aggregated,21.200000,0.000000,84,200,870,2000,3700,4600,5400,6600,8700,8700,8700,669,0,84,910.667774116567,2.1240839996607974,8657.972042001347,247.74588938714498
1778707483,100,,Aggregated,21.800000,0.000000,90,200,910,2200,3800,4600,5600,6800,8700,8700,8700,685,0,90,938.6472801211472,2.1240839996607974,8657.972042001347,247.11970802919708
1778707484,100,,Aggregated,22.700000,0.000000,90,200,980,2300,3700,4600,5500,6700,8700,8700,8700,705,0,90,938.6277055716164,2.1240839996607974,8657.972042001347,248.045390070922
1778707485,100,,Aggregated,22.600000,0.000000,90,200,980,2300,3700,4600,5500,6700,8700,8700,8700,733,0,90,938.7544568731106,2.1240839996607974,8657.972042001347,248.5743519781719
1778707486,100,,Aggregated,22.600000,0.000000,90,200,980,2300,3700,4600,5400,6700,8700,8700,8700,759,0,90,939.3799161923391,2.1240839996607974,8657.972042001347,247.92094861660078
1778707487,100,,Aggregated,22.100000,0.000000,90,200,1000,2400,3800,4600,5500,6800,8700,8700,8700,782,0,90,952.8310471176245,2.1240839996607974,8657.972042001347,247.5933503836317
1778707488,100,,Aggregated,22.100000,0.000000,93,200,1100,2500,3800,4700,5600,6800,8700,8700,8700,808,0,93,993.1059667499734,2.1240839996607974,8657.972042001347,246.71658415841586
